network_id,dex_id,network_name,dex_name,factory,router
5,49,fantom,spookyswap,0x152eE697f2E276fA89E96742e9bB9aB1F2E61bE3,0xF491e7B69E4244ad4002BC14e878a34207E38c29
5,50,fantom,solidly,0x3fAaB499b519fdC5819e3D7ed0C26111904cbc28,0xa38cd27185a464914D3046f0AB9d43356B34829D
5,51,fantom,spiritswap,0xEF45d134b73241eDa7703fa787148D9C9F4950b0,0x16327E3FbDaCA3bcF7E38F5Af2599D2DDc33aE52
5,52,fantom,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
5,53,fantom,beethovenx,-,-
5,54,fantom,tombswap,0xE236f6890F1824fa0a7ffc39b1597A5A6077Cfe9,0x6D0176C5ea1e44b08D3dd001b0784cE42F47a3A7
5,55,fantom,protofi,0x39720E5Fe53BEEeb9De4759cb91d8E7d42c17b76,0xF4C587a0972Ac2039BFF67Bc44574bB403eF5235
5,56,fantom,knightswap,0xf0bc2E21a76513aa7CC2730C7A1D6deE0790751f,0x05E61E0cDcD2170a76F9568a110CEe3AFdD6c46f
5,57,fantom,wigoswap,0xc831a5cbfb4ac2da5ed5b194385dfd9bf5bfcba7,0x5023882f4d1ec10544fcb2066abe9c1645e95aa0
5,58,fantom,redemption,0xa2dF50d1401afF182D19Bb41d76cf35953942c51,0x6726a3c9aFD89Ce0beaC9A7F6D3cc6870dD26331
5,59,fantom,excalibur,-,-
5,60,fantom,morpheusswap,0x9C454510848906FDDc846607E4baa27Ca999FBB6,0x8aC868293D97761A1fED6d4A01E9FF17C5594Aa3
5,61,fantom,paintswap,0x733A9D1585f2d14c77b49d39BC7d7dd14CdA4aa5,0xfD000ddCEa75a2E23059881c3589F6425bFf1AbB
5,62,fantom,yoshiexchange,0xc5bC174CB6382FbAB17771d05e6a918441deCeea,0xE4a4642B19C4d0CBA965673cd51422b1EDA0a78d
5,63,fantom,soulswap,0x69fcC260353530DE3fB8D0897ae821fCc2c81f0f,0x6b3d631B87FE27aF29efeC61d2ab8CE4d621cCBF
5,64,fantom,elkfinance,0x7Ba73c99e6f01a37f3e33854c8F544BbbadD3420,0x4D2cf285a519261F30b4d9c2c344Baf260d65Fa2
5,65,fantom,bombswap,0xD9473A05b2edf4f614593bA5D1dBd3021d8e0Ebe,0xb9799De71100e20aC1cdbCc63C69ddA2D0D81710
5,66,fantom,jetswap,0x668ad0ed2622C62E24f0d5ab6B6Ac1b9D2cD4AC7,0x5C6EC38fb0e2609672BDf628B1fD605A523E5923
5,67,fantom,wingswap,0xe1936bD80E78fEdE44f726084256C1Dfe61D1812,0x2b660040b289B1B570E053b21dd9A6F1067AD7F5
5,68,fantom,hyperjump,0x991152411A7B5A14A8CF0cDDE8439435328070dF,0x53c153a0df7E050BbEFbb70eE9632061f12795fB
5,69,fantom,degenhaus,0xA01C3d760738c79e10334408aE59684Aa36B1131,0xcdA8f0fB4132D977AD427d18555E0cb1b1dfA363
5,70,fantom,farmtom,0xA54354b43AA6bF6AAED94E579AA9a3B88de2528f,0x07FA1DB1D12A704B26Efd03671573943e6982A6A
5,71,fantom,defyswap,-,-
6,108,harmony,defikingdoms,0x9014B937069918bd319f80e8B3BB4A2cf6FAA5F7,0x24ad62502d1c652cc7684081169d04896ac20f30
6,109,harmony,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
6,110,harmony,tranquilfinance,0xF166939E9130b03f721B0aE5352CCCa690a7726a,0x3C8BF7e25EbfAaFb863256A4380A8a93490d8065
6,111,harmony,viperswap,0x7D02c116b98d0965ba7B642ace0183ad8b8D2196,0xf012702a5f0e54015362cBCA26a26fc90AA832a3
6,112,harmony,hermesdefi,0xfE5e54A8E28534fFfe89b9cfDDfd18d3a90B42cA,0x0A34fE479d2442fB51333ac373dD2CBF02B6D949
6,113,harmony,lootswap,0x021AeF70c404aa9d70b71C615F17aB3a4038851A,0x6d9eF21E7b93CF0C45847d586E1b9eFCaaB76009
6,114,harmony,foxswap,0xfA53b963A39621126bf45F647F813952cD3c5C66,0x32253394e1C9E33C0dA3ddD54cDEff07E457A687
6,115,harmony,openswap,0x5d2F9817303b940C9bB4F47C8C566c5C034d9848,0x2F99992024DCC51324BA4956bB1c510F36FA54F5
6,116,harmony,fuzzswap,0x5245d2136dc79Df222f00695C0c29d0c4d0E98A6,0xFb53dAEdF7aB2D60D22ca8d0Aa24285A0A486349
6,117,harmony,elkfinance,0xCdde1AbfF5Ae3Cbfbdb55c1e866Ac56380e18720,0xbeA02dc919B08b5aE2158a8fBC60D4DA5640737B
6,118,harmony,bossswap,-,-
6,119,harmony,mochiswap,0x3bEF610a4A6736Fd00EBf9A73DA5535B413d82F6,0x5F4467ccfa269BcED8F2bC4057bBF17435d11A0d
6,120,harmony,sonicswap,0x653FB617210ca72DC938f8f4C75738F2B4b88d7B,0x65bFeeC6E0679EB5913b25063Aab228ccab43161
6,121,harmony,wagmidao,0xFE33b03a49A1FCD095a8434DD625c2d2735e84B8,0x06FDB55031a0924789107bD97E366a27bbB3d422
7,134,cronos,mmfinance,0xd590cC180601AEcD6eeADD9B7f2B7611519544f4,0x145677fc4d9b8f19b5d56d1820c48e0443049a30
7,135,cronos,vvsfinance,0x3b44b2a187a7b3824131f8db5a74194d0a42fc15,0x145863Eb42Cf62847A6Ca784e6416C1682b1b2Ae
7,136,cronos,cronaswap,0x73A48f8f521EB31c55c0e1274dB0898dE599Cb11,0xcd7d16fB918511BF7269eC4f48d61D79Fb26f918
7,137,cronos,crodex,0xe9c29cB475C0ADe80bE0319B74AD112F1e80058F,0xeC0A7a0C2439E8Cb67b992b12ecd020Ea943c7Be
7,138,cronos,cougar,0x1CE8f3c99835eA3AaA888Df682d33F7E6eA0B3F4,0x3c1997d8738dcaB7Ed099105fCd61A9fe5f351Dd
7,139,cronos,elkfinance,0xEEa0e2830D09D8786Cb9F484cA20898b61819ef1,0xdB02A597b283eACb9436Cd2a2d15039a11A3299d
7,140,cronos,cyborgswap,0x6C50Ee65CFcfC59B09C570e55D76daa7c67D6da5,0x5bFc95C3BbF50579bD57957cD074fa96a4d5fF9F
7,141,cronos,annexfinance,-,-
7,142,cronos,hopswap,0x918cefF586C00c1fa4726Dc50697172fd87df8e9,0x52C520DDc9d88a9A3e554a574b31cAa9C0932C57
7,143,cronos,crowfi,0xDdcf30c1A85e5a60d85310d6b0D3952A75a00db4,0xd30d3aC04E2325E19A2227cfE6Bc860376Ba20b1
7,144,cronos,duckydefi,0x796E38Bb00f39a3D39ab75297D8d6202505f52e2,0x28a10fE91d4a8D0637999a903eEf9Ad5b1D9947C
7,145,cronos,photonswap,0x462C98Cae5AffEED576c98A55dAA922604e2D875,0x69004509291F4a4021fA169FafdCFc2d92aD02Aa
7,146,cronos,kryptodex,-,-
7,147,cronos,empiredex,-,-
7,148,cronos,stabil,-,-
7,149,cronos,smolswap,0x7Aa2149fF9EF4A09D4ace72C49C26AaE8C89Fb48,0x8118DD9fED86523Bf724e2EC5f56055Da0668AF4
9,122,aurora,trisolaris,0xc66F594268041dB60507F00703b152492fb176E7,0x2CB45Edb4517d5947aFdE3BEAbF95A582506858B
9,123,aurora,wannaswap,0x7928D4FeA7b2c90C732c10aFF59cf403f0C38246,0xa3a1eF5Ae6561572023363862e238aFA84C72ef5
9,124,aurora,nearpad,0x34484b4E416f5d4B45D4Add0B6eF6Ca08FcED8f1,0xBaE0d7DFcd03C90EBCe003C58332c1346A72836A
9,125,aurora,mindgames,-,-
9,126,aurora,auroraswap,0xC5E1DaeC2ad401eBEBdd3E32516d90Ab251A3aA3,0xA1B1742e9c32C7cAa9726d8204bD5715e3419861
9,127,aurora,amaterasu,0x34696b6cE48051048f07f4cAfa39e3381242c3eD,0x3d99B2F578d94f61adcD899DE55F2991522cefE1
10,128,moonriver,solarbeam,0x049581aEB6Fe262727f290165C29BDAB065a1B68,0xAA30eF758139ae4a7f798112902Bf6d65612045f
10,129,moonriver,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
10,130,moonriver,zenlink,-,-
10,131,moonriver,huckleberry,0x017603C8f29F7f6394737628a93c57ffBA1b7256,0x2d4e873f9Ab279da9f1bb2c532d4F06f67755b77
10,132,moonriver,seadex,-,-
10,133,moonriver,padswap,0x760d2Bdb232027aB3b1594405077F9a1b91C04c1,0x790d4b443edB9ce9A8d1aEC585edd89E51132D2c
11,150,moonbeam,stellaswap,0x68A384D826D3678f78BB9FB1533c7E9577dACc0E,0x70085a09d30d6f8c4ecf6ee10120d1847383bb57
11,151,moonbeam,solarflare,0x19B85ae92947E0725d5265fFB3389e7E4F191FDa,0xd3B02Ff30c218c7f7756BA14bcA075Bf7C2C951e
11,152,moonbeam,beamswap,0x985BcA32293A7A496300a48081947321177a86FD,0x96b244391D98B62D19aE89b1A4dCcf0fc56970C7
11,153,moonbeam,zenlink,0xf49255205dfd7933c4d0f25a57d40b1511f92fef,0x7a3909c7996efe42d425cd932fc44e3840fcab71
11,154,moonbeam,padswap,0x663a07a2648296f1A3C02EE86A126fE1407888E5,0x40F1fEF0Fe68Fd10ff904070ee00a7769EE7fe34
11,155,moonbeam,lunardex,-,-
12,163,metis,hermesprotocol,0x633a093C9e94f64500FC8fCBB48e90dd52F6668F,0x2d4F788fDb262a25161Aa6D6e8e1f18458da8441
12,164,metis,tethys,0x2CdFB20205701FF01689461610C9F321D1d00F80,0x81b9FA50D5f5155Ee17817C21702C3AE4780AD09
12,165,metis,netswap,0x70f51d68D16e8f9e418441280342BD43AC9Dff9f,0x1E876cCe41B7b844FDe09E38Fa1cf00f213bFf56
12,166,metis,standard,-,-
13,171,arbitrum,uniswap,-,-
13,172,arbitrum,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
13,173,arbitrum,balancer,-,-
13,174,arbitrum,swapr,-,-
14,156,optimism,uniswap,-,-
14,157,optimism,velodrome,0x25CbdDb98b35ab1FF77413456B31EC81A6B6B746,0xa132DAB612dB5cB9fC9Ac426A0Cc215A3423F9c9
14,158,optimism,beethovenx,-,-
14,159,optimism,zipswap,0x8BCeDD62DD46F1A76F8A1633d4f5B76e0CDa521E,0xE6Df0BB08e5A97b40B21950a0A51b94c4DbA0Ff6
15,167,dogechain,dogeswap,0xD27D9d61590874Bf9ee2a19b27E265399929C9C3,0xa4EE06Ce40cb7e8c04E127c1F7D3dFB7F7039C81
15,168,dogechain,kibbleswap,0xF4bc79D32A7dEfd87c8A9C100FD83206bbF19Af5,0x6258c967337D3faF0C2ba3ADAe5656bA95419d5f
15,169,dogechain,yodeswap,0xAaA04462e35f3e40D798331657cA015169e005d7,0x72d85Ab47fBfc5E7E04a8bcfCa1601D8f8cE1a50
15,170,dogechain,quickswap,0xd2480162Aa7F02Ead7BF4C127465446150D58452,0x4aE2bD0666c76C7f39311b9B3e39b53C8D7C43Ea
16,160,heco,mdex,0xb0b670fc1F7724119963018DB0BfA86aDb22d941,0xED7d5F38C79115ca12fe6C0041abb22F0A06C300
16,161,heco,makiswap,0x11cdC9Bd86fF68b6A6152037342bAe0c3a717f56,0x7f88bc12aa1ed9ff4605123649ac90f2cd9407eb
16,162,heco,pippifinance,-,-
17,184,oasisemerald,valleyswap,0xa25464822b505968eEc9A45C43765228c701d35f,0x7C0b0a525fc6A2caDf7AE37198119025C6feA28a
17,185,oasisemerald,yuzuswap,0x250d48C5E78f1E85F7AB07FEC61E93ba703aE668,0x5F50fDC22697591c1D7BfBE8021163Fc73513653
17,186,oasisemerald,gemkeeper,0xa7200334f652425A12BF2f7e4F0F5409CCA4d963,0x543d97779ca53d7b4355cA013C853D86B7F558d9
17,187,oasisemerald,lizard,0xefA6861931991CCE372c477a015619A21dfEBE8c,0x78577Ae67bC03CFF9044dd4B2db8528A0Eed573c
17,188,oasisemerald,duneswap,0x9dd422B52618f4eDD13E08c840f2b6835F3C0585,0x7F80093D0759e485239D3010A47B805b6507daAe
17,189,oasisemerald,tulipswap,0xeD9a19D1B62b00F945E64bE2d7d24D0c962fc9Ef,0xA987764B3133a2D6C9c6Cf4e9dFe45DeB1a056c7
17,190,oasisemerald,rimswap,-,-
18,178,astar,arthswap,0xA9473608514457b4bF083f9045fA63ae5810A03E,0xE915D2393a08a00c5A463053edD31bAe2199b9e7
18,179,astar,agsfinance,-,-
18,180,astar,astarexchange,0x95f506E72777efCB3C54878bB4160b00Cd11cd84,0xD38F0bC4a0728d2a1fCAaFa364F7c8422Ba1CD14
18,181,astar,polkaex,-,-
18,182,astar,versa,0x4346A7C8C39Bf91b8a80933c2fdb10d815c401dB,0xDAC282cA5534DC5936165197263E5f08b2C4577c
18,183,astar,funbeast,0xb99978440F310658C5E69D5042724327EF6D3CE7,0x06C04B0AD236e7Ca3B3189b1d049FE80109C7977
19,175,evmos,diffusion,0x6aBdDa34Fb225be4610a2d153845e09429523Cd2,0xFCd2Ce20ef8ed3D43Ab4f8C2dA13bbF1C6d9512F
19,176,evmos,cronusfinance,0x20570b7bFf86B2f92068622D0805160f318554Be,0x3Bc1F48740a5D6dffAc36FAF4c9905a941509348
19,177,evmos,evmoswap,0xac23640FbB17Af879037216B156b6d6654F7EE82,0xb6b801Aa59970A9247F662F322a5B231503BF126
21,191,avalanchedfk,defikingdoms,0x794C07912474351b3134E6D6B3B7b3b4A07cbAAa,0x3C351E1afdd1b1BC44e931E12D4E05D6125eaeCa
22,192,xdai,swapr,0x5D48C95AdfFD4B40c1AAADc4e08fc44117E02179,0xE43e60736b1cb4a75ad25240E2f9a62Bff65c0C0
22,193,xdai,honeyswap,0xA818b4F111Ccac7AA31D0BCc0806d64F2E0737D7,0x1C232F01118CB8B424793ae03F870aa7D0ac7f77
22,194,xdai,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
22,195,xdai,baofinance,0x45DE240fbE2077dd3e711299538A09854FAE9c9b,0x6093AeBAC87d62b1A5a4cEec91204e35020E38bE
23,202,velas,wagyuswap,-,-
23,203,velas,astroswap,-,-
23,204,velas,jungleswap,-,-
24,196,kcc,mojitoswap,0x79855A03426e15Ad120df77eFA623aF87bd54eF3,0x8c8067ed3bC19ACcE28C1953bfC18DC85A2127F7
24,197,kcc,kuswap,0xAE46cBBCDFBa3bE0F02F463Ec5486eBB4e2e65Ae,0xa58350d6dee8441aa42754346860e3545cc83cda
24,198,kcc,koffeeswap,0xc0ffee00000e1439651c6ad025ea2a71ed7f3eab,0xc0ffee0000c824d24e0f280f1e4d21152625742b
24,199,kcc,kudex,-,-
25,205,oec,cherryswap,0x709102921812B3276A65092Fe79eDfc76c4D4AFe,0x865bfde337C8aFBffF144Ff4C29f9404EBb22b15
25,206,oec,jswap,0xd654CbF99F2907F06c88399AE123606121247D5C,0x069A306A638ac9d3a68a6BD8BE898774C073DCb3
25,207,oec,kswap,0x60DCD4a2406Be12dbe3Bb2AaDa12cFb762A418c1,0xc3364A27f56b95f4bEB0742a7325D67a04D80942
26,200,celo,ubeswap,0x62d5b84bE28a183aBB507E125B384122D2C25fAE,0xE3D8bd6Aed4F159bc8000a9cD47CffDb95F96121
26,201,celo,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1421bDe4B10e8dd459b3BCb598810B1337D56842
28,208,tombchain,lif3,-,-
29,211,smartbch,mistswap,0x6008247F53395E7be698249770aa1D2bfE265Ca0,0x5d0bF8d8c8b054080E2131D8b260a5c6959411B8
29,212,smartbch,lawswap,-,-
29,213,smartbch,benswap,0x8d973bAD782c1FFfd8FcC9d7579542BA7Dd0998D,0xa194133ED572D86fe27796F2feADBAFc062cB9E0
29,214,smartbch,tangoswap,-,-
29,215,smartbch,muesliswap,0x72cd8c0B5169Ff1f337E2b8F5b121f8510b52117,0x87786fFa56d47a3862e272E67C82d9d9Fae14347
29,216,smartbch,emberswap,0xE62983a68679834eD884B9673Fb6aF13db740fF0,0x217057A8B0bDEb160829c19243A2E03bfe95555a
29,217,smartbch,tropicalfinance,0x138504000feaEd02AD75B1e8BDb904f51C445F4C,0xf6aA8520cE2f044f5868d103dfC3b92Eb1B51eC3
29,218,smartbch,1bch,-,-
30,209,arbitrumnova,sushiswap,-,-
31,210,ethereumclassic,hebeswap,0x09fafa5eecbc11C3e5d30369e51B7D9aab2f3F53,0xEcBcF5C7aF4c323947CFE982940BA7c9fd207e2b
32,221,ethereumpow,uniswap,-,-
32,222,ethereumpow,powswap,0x62009bD6349A3A1d7f1bcC7C69492Cd26F1FBF75,0x6851e767Aaa9C4674Fe8cAE95AFCc819b7Fb0403
