dex_id,network_id,name,created_at,factory,router
18,4,hurricaneswap,2022-09-25 15:44:39,N/A,N/A
19,4,lydiafinance,2022-09-25 15:44:39,0xe0C1bb6DF4851feEEdc3E14Bd509FEAF428f7655,0xA52aBE4676dbfd04Df42eF7755F01A3c41f28D27
20,4,hakuswap,2022-09-25 15:44:39,0x2Db46fEB38C57a6621BCa4d97820e1fc1de40f41,0x5F1FdcA239362c5b8A8Ada26a256ac5626CC33E0
21,4,apexswap,2022-09-25 15:44:39,N/A,N/A
22,4,yetiswap,2022-09-25 15:44:39,0x58C8CD291Fa36130119E6dEb9E520fbb6AcA1c3a,0x262DcFB36766C88E6A7a2953c16F8defc40c378A
23,4,thorus,2022-09-25 15:44:39,0xa98ea6356A316b44Bf710D5f9b6b4eA0081409Ef,0xb5b2444eDF79b00d40f463f79158D1187a0D0c25
24,4,alligator,2022-09-25 15:44:39,0xD9362AA8E0405C93299C573036E7FB4ec3bE1240,0x80B8d36f2A85EC557eC1955c373961e2221c7540
25,4,partyswap,2022-09-25 15:44:39,0x58A08bc28f3E8dab8Fb2773D8f243bC740398b09,0xff164Ede3E7C375E8764E9e3a22D3E35F780EEBC
49,5,spookyswap,2022-09-25 15:44:44,0x152eE697f2E276fA89E96742e9bB9aB1F2E61bE3,0xF491e7B69E4244ad4002BC14e878a34207E38c29
50,5,solidly,2022-09-25 15:44:44,0x3fAaB499b519fdC5819e3D7ed0C26111904cbc28,0xa38cd27185a464914D3046f0AB9d43356B34829D
51,5,spiritswap,2022-09-25 15:44:44,0xEF45d134b73241eDa7703fa787148D9C9F4950b0,0x16327E3FbDaCA3bcF7E38F5Af2599D2DDc33aE52
52,5,sushiswap,2022-09-25 15:44:44,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
53,5,beethovenx,2022-09-25 15:44:44,N/A,N/A
54,5,tombswap,2022-09-25 15:44:44,0xE236f6890F1824fa0a7ffc39b1597A5A6077Cfe9,0x6D0176C5ea1e44b08D3dd001b0784cE42F47a3A7
55,5,protofi,2022-09-25 15:44:44,0x39720E5Fe53BEEeb9De4759cb91d8E7d42c17b76,0xF4C587a0972Ac2039BFF67Bc44574bB403eF5235
56,5,knightswap,2022-09-25 15:44:44,0xf0bc2E21a76513aa7CC2730C7A1D6deE0790751f,0x05E61E0cDcD2170a76F9568a110CEe3AFdD6c46f
57,5,wigoswap,2022-09-25 15:44:44,0xc831a5cbfb4ac2da5ed5b194385dfd9bf5bfcba7,0x5023882f4d1ec10544fcb2066abe9c1645e95aa0
58,5,redemption,2022-09-25 15:44:44,0xa2dF50d1401afF182D19Bb41d76cf35953942c51,0x6726a3c9aFD89Ce0beaC9A7F6D3cc6870dD26331
59,5,excalibur,2022-09-25 15:44:44,N/A,N/A
60,5,morpheusswap,2022-09-25 15:44:44,0x9C454510848906FDDc846607E4baa27Ca999FBB6,0x8aC868293D97761A1fED6d4A01E9FF17C5594Aa3
61,5,paintswap,2022-09-25 15:44:44,0x733A9D1585f2d14c77b49d39BC7d7dd14CdA4aa5,0xfD000ddCEa75a2E23059881c3589F6425bFf1AbB
62,5,yoshiexchange,2022-09-25 15:44:44,0xc5bC174CB6382FbAB17771d05e6a918441deCeea,0xE4a4642B19C4d0CBA965673cd51422b1EDA0a78d
63,5,soulswap,2022-09-25 15:44:44,0x69fcC260353530DE3fB8D0897ae821fCc2c81f0f,0x6b3d631B87FE27aF29efeC61d2ab8CE4d621cCBF
64,5,elkfinance,2022-09-25 15:44:44,0x7Ba73c99e6f01a37f3e33854c8F544BbbadD3420,0x4D2cf285a519261F30b4d9c2c344Baf260d65Fa2
65,5,bombswap,2022-09-25 15:44:44,0xD9473A05b2edf4f614593bA5D1dBd3021d8e0Ebe,0xb9799De71100e20aC1cdbCc63C69ddA2D0D81710
66,5,jetswap,2022-09-25 15:44:44,0x668ad0ed2622C62E24f0d5ab6B6Ac1b9D2cD4AC7,0x5C6EC38fb0e2609672BDf628B1fD605A523E5923
67,5,wingswap,2022-09-25 15:44:44,0xe1936bD80E78fEdE44f726084256C1Dfe61D1812,0x2b660040b289B1B570E053b21dd9A6F1067AD7F5
68,5,hyperjump,2022-09-25 15:44:44,0x991152411A7B5A14A8CF0cDDE8439435328070dF,0x53c153a0df7E050BbEFbb70eE9632061f12795fB
69,5,degenhaus,2022-09-25 15:44:44,0xA01C3d760738c79e10334408aE59684Aa36B1131,0xcdA8f0fB4132D977AD427d18555E0cb1b1dfA363
70,5,farmtom,2022-09-25 15:44:44,0xA54354b43AA6bF6AAED94E579AA9a3B88de2528f,0x07FA1DB1D12A704B26Efd03671573943e6982A6A
71,5,defyswap,2022-09-25 15:44:44,N/A,N/A
108,6,defikingdoms,2022-09-25 15:45:01,0x9014B937069918bd319f80e8B3BB4A2cf6FAA5F7,0x24ad62502d1c652cc7684081169d04896ac20f30
109,6,sushiswap,2022-09-25 15:45:01,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
110,6,tranquilfinance,2022-09-25 15:45:01,0xF166939E9130b03f721B0aE5352CCCa690a7726a,0x3C8BF7e25EbfAaFb863256A4380A8a93490d8065
111,6,viperswap,2022-09-25 15:45:01,0x7D02c116b98d0965ba7B642ace0183ad8b8D2196,0xf012702a5f0e54015362cBCA26a26fc90AA832a3
112,6,hermesdefi,2022-09-25 15:45:01,0xfE5e54A8E28534fFfe89b9cfDDfd18d3a90B42cA,0x0A34fE479d2442fB51333ac373dD2CBF02B6D949
113,6,lootswap,2022-09-25 15:45:02,0x021AeF70c404aa9d70b71C615F17aB3a4038851A,0x6d9eF21E7b93CF0C45847d586E1b9eFCaaB76009
114,6,foxswap,2022-09-25 15:45:02,0xfA53b963A39621126bf45F647F813952cD3c5C66,0x32253394e1C9E33C0dA3ddD54cDEff07E457A687
115,6,openswap,2022-09-25 15:45:02,0x5d2F9817303b940C9bB4F47C8C566c5C034d9848,0x2F99992024DCC51324BA4956bB1c510F36FA54F5
116,6,fuzzswap,2022-09-25 15:45:02,0x5245d2136dc79Df222f00695C0c29d0c4d0E98A6,0xFb53dAEdF7aB2D60D22ca8d0Aa24285A0A486349
117,6,elkfinance,2022-09-25 15:45:02,0xCdde1AbfF5Ae3Cbfbdb55c1e866Ac56380e18720,0xbeA02dc919B08b5aE2158a8fBC60D4DA5640737B
118,6,bossswap,2022-09-25 15:45:02,N/A,N/A
119,6,mochiswap,2022-09-25 15:45:02,0x3bEF610a4A6736Fd00EBf9A73DA5535B413d82F6,0x5F4467ccfa269BcED8F2bC4057bBF17435d11A0d
120,6,sonicswap,2022-09-25 15:45:02,0x653FB617210ca72DC938f8f4C75738F2B4b88d7B,0x65bFeeC6E0679EB5913b25063Aab228ccab43161
121,6,wagmidao,2022-09-25 15:45:02,0xFE33b03a49A1FCD095a8434DD625c2d2735e84B8,0x06FDB55031a0924789107bD97E366a27bbB3d422
134,7,mmfinance,2022-09-25 15:45:05,0xd590cC180601AEcD6eeADD9B7f2B7611519544f4,0x145677fc4d9b8f19b5d56d1820c48e0443049a30
135,7,vvsfinance,2022-09-25 15:45:05,0x3b44b2a187a7b3824131f8db5a74194d0a42fc15,0x145863Eb42Cf62847A6Ca784e6416C1682b1b2Ae
136,7,cronaswap,2022-09-25 15:45:05,0x73A48f8f521EB31c55c0e1274dB0898dE599Cb11,0xcd7d16fB918511BF7269eC4f48d61D79Fb26f918
137,7,crodex,2022-09-25 15:45:05,0xe9c29cB475C0ADe80bE0319B74AD112F1e80058F,0xeC0A7a0C2439E8Cb67b992b12ecd020Ea943c7Be
138,7,cougar,2022-09-25 15:45:05,0x1CE8f3c99835eA3AaA888Df682d33F7E6eA0B3F4,0x3c1997d8738dcaB7Ed099105fCd61A9fe5f351Dd
139,7,elkfinance,2022-09-25 15:45:05,0xEEa0e2830D09D8786Cb9F484cA20898b61819ef1,0xdB02A597b283eACb9436Cd2a2d15039a11A3299d
140,7,cyborgswap,2022-09-25 15:45:05,0x6C50Ee65CFcfC59B09C570e55D76daa7c67D6da5,0x5bFc95C3BbF50579bD57957cD074fa96a4d5fF9F
141,7,annexfinance,2022-09-25 15:45:05,N/A,N/A
142,7,hopswap,2022-09-25 15:45:05,0x918cefF586C00c1fa4726Dc50697172fd87df8e9,0x52C520DDc9d88a9A3e554a574b31cAa9C0932C57
143,7,crowfi,2022-09-25 15:45:05,0xDdcf30c1A85e5a60d85310d6b0D3952A75a00db4,0xd30d3aC04E2325E19A2227cfE6Bc860376Ba20b1
144,7,duckydefi,2022-09-25 15:45:05,0x796E38Bb00f39a3D39ab75297D8d6202505f52e2,0x28a10fE91d4a8D0637999a903eEf9Ad5b1D9947C
145,7,photonswap,2022-09-25 15:45:05,0x462C98Cae5AffEED576c98A55dAA922604e2D875,0x69004509291F4a4021fA169FafdCFc2d92aD02Aa
146,7,kryptodex,2022-09-25 15:45:05,N/A,N/A
147,7,empiredex,2022-09-25 15:45:05,N/A,N/A
148,7,stabil,2022-09-25 15:45:05,N/A,N/A
149,7,smolswap,2022-09-25 15:45:06,0x7Aa2149fF9EF4A09D4ace72C49C26AaE8C89Fb48,0x8118DD9fED86523Bf724e2EC5f56055Da0668AF4
122,9,trisolaris,2022-09-25 15:45:04,0xc66F594268041dB60507F00703b152492fb176E7,0x2CB45Edb4517d5947aFdE3BEAbF95A582506858B
123,9,wannaswap,2022-09-25 15:45:04,0x7928D4FeA7b2c90C732c10aFF59cf403f0C38246,0xa3a1eF5Ae6561572023363862e238aFA84C72ef5
124,9,nearpad,2022-09-25 15:45:05,0x34484b4E416f5d4B45D4Add0B6eF6Ca08FcED8f1,0xBaE0d7DFcd03C90EBCe003C58332c1346A72836A
125,9,mindgames,2022-09-25 15:45:05,N/A,N/A
126,9,auroraswap,2022-09-25 15:45:05,0xC5E1DaeC2ad401eBEBdd3E32516d90Ab251A3aA3,0xA1B1742e9c32C7cAa9726d8204bD5715e3419861
127,9,amaterasu,2022-09-25 15:45:05,0x34696b6cE48051048f07f4cAfa39e3381242c3eD,0x3d99B2F578d94f61adcD899DE55F2991522cefE1
128,10,solarbeam,2022-09-25 15:45:05,0x049581aEB6Fe262727f290165C29BDAB065a1B68,0xAA30eF758139ae4a7f798112902Bf6d65612045f
129,10,sushiswap,2022-09-25 15:45:05,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
130,10,zenlink,2022-09-25 15:45:05,N/A,N/A
131,10,huckleberry,2022-09-25 15:45:05,0x017603C8f29F7f6394737628a93c57ffBA1b7256,0x2d4e873f9Ab279da9f1bb2c532d4F06f67755b77
132,10,seadex,2022-09-25 15:45:05,N/A,N/A
133,10,padswap,2022-09-25 15:45:05,0x760d2Bdb232027aB3b1594405077F9a1b91C04c1,0x790d4b443edB9ce9A8d1aEC585edd89E51132D2c
150,11,stellaswap,2022-09-25 15:45:07,0x68A384D826D3678f78BB9FB1533c7E9577dACc0E,0x70085a09d30d6f8c4ecf6ee10120d1847383bb57
151,11,solarflare,2022-09-25 15:45:07,0x19B85ae92947E0725d5265fFB3389e7E4F191FDa,0xd3B02Ff30c218c7f7756BA14bcA075Bf7C2C951e
152,11,beamswap,2022-09-25 15:45:07,0x985BcA32293A7A496300a48081947321177a86FD,0x96b244391D98B62D19aE89b1A4dCcf0fc56970C7
153,11,zenlink,2022-09-25 15:45:07,0xf49255205dfd7933c4d0f25a57d40b1511f92fef,0x7a3909c7996efe42d425cd932fc44e3840fcab71
154,11,padswap,2022-09-25 15:45:07,0x663a07a2648296f1A3C02EE86A126fE1407888E5,0x40F1fEF0Fe68Fd10ff904070ee00a7769EE7fe34
155,11,lunardex,2022-09-25 15:45:07,N/A,N/A
163,12,hermesprotocol,2022-09-25 15:45:28,0x633a093C9e94f64500FC8fCBB48e90dd52F6668F,0x2d4F788fDb262a25161Aa6D6e8e1f18458da8441
164,12,tethys,2022-09-25 15:45:28,0x2CdFB20205701FF01689461610C9F321D1d00F80,0x81b9FA50D5f5155Ee17817C21702C3AE4780AD09
165,12,netswap,2022-09-25 15:45:28,0x70f51d68D16e8f9e418441280342BD43AC9Dff9f,0x1E876cCe41B7b844FDe09E38Fa1cf00f213bFf56
166,12,standard,2022-09-25 15:45:28,N/A,N/A
171,13,uniswap,2022-09-25 15:45:34,N/A,N/A
172,13,sushiswap,2022-09-25 15:45:34,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
173,13,balancer,2022-09-25 15:45:34,N/A,N/A
174,13,swapr,2022-09-25 15:45:34,N/A,N/A
156,14,uniswap,2022-09-25 15:45:24,N/A,N/A
157,14,velodrome,2022-09-25 15:45:24,0x25CbdDb98b35ab1FF77413456B31EC81A6B6B746,0xa132DAB612dB5cB9fC9Ac426A0Cc215A3423F9c9
158,14,beethovenx,2022-09-25 15:45:24,N/A,N/A
159,14,zipswap,2022-09-25 15:45:24,0x8BCeDD62DD46F1A76F8A1633d4f5B76e0CDa521E,0xE6Df0BB08e5A97b40B21950a0A51b94c4DbA0Ff6
167,15,dogeswap,2022-09-25 15:45:31,0xD27D9d61590874Bf9ee2a19b27E265399929C9C3,0xa4EE06Ce40cb7e8c04E127c1F7D3dFB7F7039C81
168,15,kibbleswap,2022-09-25 15:45:31,0xF4bc79D32A7dEfd87c8A9C100FD83206bbF19Af5,0x6258c967337D3faF0C2ba3ADAe5656bA95419d5f
169,15,yodeswap,2022-09-25 15:45:31,0xAaA04462e35f3e40D798331657cA015169e005d7,0x72d85Ab47fBfc5E7E04a8bcfCa1601D8f8cE1a50
170,15,quickswap,2022-09-25 15:45:31,0xd2480162Aa7F02Ead7BF4C127465446150D58452,0x4aE2bD0666c76C7f39311b9B3e39b53C8D7C43Ea
160,16,mdex,2022-09-25 15:45:27,0xb0b670fc1F7724119963018DB0BfA86aDb22d941,0xED7d5F38C79115ca12fe6C0041abb22F0A06C300
161,16,makiswap,2022-09-25 15:45:27,0x11cdC9Bd86fF68b6A6152037342bAe0c3a717f56,0x7f88bc12aa1ed9ff4605123649ac90f2cd9407eb
162,16,pippifinance,2022-09-25 15:45:27,N/A,N/A
184,17,valleyswap,2022-09-25 15:45:50,0xa25464822b505968eEc9A45C43765228c701d35f,0x7C0b0a525fc6A2caDf7AE37198119025C6feA28a
185,17,yuzuswap,2022-09-25 15:45:50,0x250d48C5E78f1E85F7AB07FEC61E93ba703aE668,0x5F50fDC22697591c1D7BfBE8021163Fc73513653
186,17,gemkeeper,2022-09-25 15:45:50,0xa7200334f652425A12BF2f7e4F0F5409CCA4d963,0x543d97779ca53d7b4355cA013C853D86B7F558d9
187,17,lizard,2022-09-25 15:45:50,0xefA6861931991CCE372c477a015619A21dfEBE8c,0x78577Ae67bC03CFF9044dd4B2db8528A0Eed573c
188,17,duneswap,2022-09-25 15:45:50,0x9dd422B52618f4eDD13E08c840f2b6835F3C0585,0x7F80093D0759e485239D3010A47B805b6507daAe
189,17,tulipswap,2022-09-25 15:45:50,0xeD9a19D1B62b00F945E64bE2d7d24D0c962fc9Ef,0xA987764B3133a2D6C9c6Cf4e9dFe45DeB1a056c7
190,17,rimswap,2022-09-25 15:45:50,N/A,N/A
178,18,arthswap,2022-09-25 15:45:49,0xA9473608514457b4bF083f9045fA63ae5810A03E,0xE915D2393a08a00c5A463053edD31bAe2199b9e7
179,18,agsfinance,2022-09-25 15:45:49,N/A,N/A
180,18,astarexchange,2022-09-25 15:45:49,0x95f506E72777efCB3C54878bB4160b00Cd11cd84,0xD38F0bC4a0728d2a1fCAaFa364F7c8422Ba1CD14
181,18,polkaex,2022-09-25 15:45:49,N/A,N/A
182,18,versa,2022-09-25 15:45:49,0x4346A7C8C39Bf91b8a80933c2fdb10d815c401dB,0xDAC282cA5534DC5936165197263E5f08b2C4577c
183,18,funbeast,2022-09-25 15:45:50,0xb99978440F310658C5E69D5042724327EF6D3CE7,0x06C04B0AD236e7Ca3B3189b1d049FE80109C7977
175,19,diffusion,2022-09-25 15:45:49,0x6aBdDa34Fb225be4610a2d153845e09429523Cd2,0xFCd2Ce20ef8ed3D43Ab4f8C2dA13bbF1C6d9512F
